,day_of_week,hour,quantities,item_count,food_prep_time_minutes
71679,Thursday,22.75,7.0,5,17
71680,Tuesday,13.75,7.0,7,15
71681,Thursday,20.75,10.0,8,31
71682,Friday,11.75,12.0,9,41
71683,Friday,0.75,9.0,7,25
71684,Monday,17.75,16.0,10,39
71685,Thursday,4.75,12.0,8,32
71686,Friday,12.75,5.0,4,27
71687,Thursday,23.75,4.0,4,13
71688,Saturday,18.75,5.0,3,22
71689,Sunday,11.75,4.0,4,14
71690,Tuesday,12.75,11.0,8,25
71691,Wednesday,19.75,15.0,10,31
71692,Thursday,13.75,5.0,5,11
71693,Friday,21.75,5.0,4,21
71694,Saturday,14.75,4.0,2,17
71695,Sunday,2.75,14.0,10,39
71696,Thursday,22.75,15.0,10,27
71697,Friday,13.75,5.0,4,10
71698,Wednesday,13.75,13.0,10,28
71699,Friday,15.75,10.0,8,17
71700,Wednesday,19.75,3.0,3,12
71701,Sunday,16.75,10.0,8,24
71702,Wednesday,13.75,20.0,10,40
71703,Thursday,11.75,2.0,2,9
71704,Thursday,1.75,8.0,6,27
71705,Tuesday,9.75,7.0,4,31
71706,Friday,9.75,14.0,8,35
71707,Thursday,1.75,17.0,10,40
71708,Thursday,12.75,10.0,8,19
71709,Friday,20.75,14.0,10,31
71710,Wednesday,16.75,14.0,9,43
71711,Thursday,20.75,3.0,3,16
71712,Wednesday,20.75,6.0,4,19
71713,Wednesday,15.75,11.0,9,14
71714,Wednesday,17.75,12.0,7,32
71715,Sunday,1.75,14.0,9,34
71716,Thursday,16.75,5.0,3,16
71717,Sunday,14.75,6.0,4,41
71718,Tuesday,7.75,7.0,5,15
71719,Thursday,21.75,7.0,5,40
71720,Thursday,19.75,11.0,8,21
71721,Saturday,20.75,15.0,9,45
71722,Saturday,7.75,9.0,6,26
71723,Monday,20.75,14.0,8,35
71724,Tuesday,7.75,11.0,7,36
71725,Sunday,18.75,17.0,10,45
71726,Saturday,1.75,10.0,7,20
71727,Saturday,17.75,3.0,1,37
71728,Thursday,18.75,1.0,1,12
71729,Thursday,19.75,6.0,4,48
71730,Wednesday,14.75,12.0,8,40
71731,Wednesday,16.75,12.0,9,24
71732,Thursday,16.75,10.0,7,33
71733,Saturday,17.75,12.0,10,23
71734,Friday,19.75,8.0,6,43
71735,Wednesday,16.75,15.0,10,42
71736,Saturday,23.75,1.0,1,9
71737,Saturday,20.75,10.0,7,30
71738,Sunday,10.75,6.0,3,27
71739,Thursday,20.75,14.0,10,37
71740,Thursday,23.75,1.0,1,7
71741,Tuesday,19.75,10.0,8,30
71742,Friday,20.75,8.0,5,28
71743,Monday,20.75,7.0,5,40
71744,Sunday,10.75,7.0,6,16
71745,Thursday,19.75,13.0,8,31
71746,Tuesday,12.75,1.0,1,7
71747,Sunday,18.75,12.0,7,44
71748,Thursday,2.75,3.0,2,19
71749,Thursday,20.75,19.0,10,30
71750,Saturday,18.75,2.0,2,16
71751,Saturday,18.75,14.0,9,42
71752,Tuesday,22.75,5.0,4,27
71753,Wednesday,12.75,4.0,3,12
71754,Saturday,5.75,7.0,5,26
71755,Saturday,4.75,4.0,3,16
71756,Sunday,12.75,13.0,10,39
71757,Sunday,6.75,3.0,3,7
71758,Wednesday,4.75,2.0,1,13
71759,Thursday,20.75,11.0,6,30
71760,Friday,19.75,13.0,9,25
71761,Sunday,6.75,11.0,9,23
71762,Wednesday,11.75,8.0,5,18
71763,Tuesday,18.75,11.0,8,41
71764,Monday,21.75,13.0,10,30
71765,Thursday,8.75,7.0,5,17
71766,Tuesday,13.75,8.0,6,43
71767,Friday,18.75,10.0,7,31
71768,Wednesday,18.75,11.0,6,32
71769,Friday,17.75,13.0,9,42
71770,Sunday,19.75,7.0,6,23
71771,Friday,13.75,7.0,4,41
71772,Thursday,17.75,13.0,7,43
71773,Saturday,12.75,15.0,6,34
71774,Saturday,7.75,1.0,1,7
71775,Sunday,14.75,8.0,7,17
71776,Friday,13.75,10.0,6,42
71777,Wednesday,15.75,8.0,7,12
71778,Tuesday,20.75,9.0,8,24
71779,Wednesday,15.75,15.0,10,41
71780,Monday,22.75,6.0,6,14
71781,Friday,2.75,7.0,5,33
71782,Saturday,20.75,5.0,3,21
71783,Wednesday,20.75,3.0,3,7
71784,Friday,23.75,16.0,9,34
71785,Wednesday,15.75,10.0,8,17
71786,Sunday,18.75,6.0,4,38
71787,Sunday,18.75,3.0,2,12
71788,Friday,18.75,16.0,10,41
71789,Wednesday,7.75,11.0,9,18
71790,Wednesday,19.75,15.0,9,30
71791,Friday,0.75,15.0,8,38
71792,Sunday,2.75,4.0,4,11
71793,Tuesday,0.75,16.0,10,36
71794,Thursday,9.75,13.0,7,35
71795,Saturday,17.75,7.0,4,37
71796,Sunday,18.75,9.0,9,16
71797,Monday,11.75,2.0,2,11
71798,Sunday,17.75,2.0,2,8
71799,Wednesday,0.75,5.0,5,13
71800,Thursday,16.75,9.0,7,16
71801,Thursday,14.75,12.0,10,22
71802,Friday,9.75,13.0,8,28
71803,Thursday,8.75,3.0,1,18
71804,Tuesday,19.75,2.0,2,17
71805,Thursday,23.75,12.0,9,40
71806,Thursday,20.75,1.0,1,10
71807,Friday,15.75,8.0,6,38
71808,Sunday,21.75,7.0,3,37
71809,Wednesday,16.75,4.0,2,25
71810,Thursday,15.75,18.0,10,33
71811,Tuesday,17.75,6.0,5,15
71812,Wednesday,22.75,7.0,6,19
71813,Friday,18.75,3.0,2,14
71814,Sunday,16.75,2.0,2,15
71815,Saturday,16.75,12.0,9,25
71816,Sunday,23.75,1.0,1,12
71817,Friday,7.75,6.0,5,23
71818,Wednesday,0.75,14.0,9,31
71819,Wednesday,18.75,2.0,2,9
71820,Friday,20.75,12.0,9,30
71821,Friday,14.75,7.0,5,27
71822,Monday,19.75,11.0,9,37
71823,Saturday,21.75,10.0,7,43
71824,Friday,18.75,18.0,10,32
71825,Monday,9.75,5.0,3,16
71826,Saturday,17.75,4.0,3,20
71827,Tuesday,16.75,11.0,7,41
71828,Thursday,10.75,7.0,5,25
71829,Monday,21.75,8.0,4,39
71830,Thursday,17.75,3.0,3,12
71831,Thursday,23.75,5.0,4,15
71832,Friday,13.75,10.0,7,19
71833,Monday,12.75,14.0,10,39
71834,Saturday,19.75,14.0,10,38
71835,Friday,12.75,7.0,5,43
71836,Thursday,12.75,12.0,10,24
71837,Wednesday,14.75,8.0,5,21
71838,Friday,8.75,3.0,3,12
71839,Thursday,21.75,10.0,9,28
71840,Sunday,13.75,11.0,9,24
71841,Wednesday,13.75,2.0,2,11
71842,Monday,13.75,6.0,5,28
71843,Thursday,22.75,12.0,8,32
71844,Sunday,10.75,9.0,7,30
71845,Saturday,21.75,6.0,4,19
71846,Tuesday,21.75,15.0,9,19
71847,Saturday,19.75,2.0,1,26
71848,Tuesday,23.75,8.0,6,43
71849,Sunday,20.75,5.0,3,45
71850,Friday,17.75,5.0,3,26
71851,Thursday,8.75,1.0,1,6
71852,Tuesday,16.75,6.0,6,14
71853,Saturday,19.75,9.0,6,47
71854,Saturday,22.75,8.0,8,12
71855,Friday,19.75,10.0,7,38
71856,Wednesday,17.75,2.0,2,7
71857,Tuesday,18.75,12.0,9,25
71858,Tuesday,20.75,5.0,3,33
71859,Friday,21.75,12.0,10,30
71860,Tuesday,0.75,5.0,5,13
71861,Sunday,7.75,1.0,1,9
71862,Friday,20.75,8.0,5,32
71863,Thursday,18.75,3.0,3,15
71864,Friday,16.75,5.0,4,22
71865,Sunday,12.75,10.0,5,23
71866,Monday,8.75,16.0,9,38
71867,Wednesday,23.75,17.0,10,38
71868,Wednesday,8.75,7.0,6,21
71869,Sunday,6.75,1.0,1,15
71870,Friday,18.75,11.0,6,36
71871,Thursday,11.75,8.0,3,26
71872,Sunday,14.75,7.0,4,27
71873,Thursday,12.75,7.0,5,19
71874,Thursday,17.75,13.0,10,21
71875,Wednesday,14.75,9.0,7,27
71876,Monday,16.75,5.0,5,11
71877,Wednesday,18.75,17.0,10,48
71878,Thursday,8.75,12.0,9,36
71879,Tuesday,18.75,11.0,7,44
71880,Wednesday,18.75,10.0,6,28
71881,Friday,16.75,16.0,9,37
71882,Sunday,17.75,4.0,3,12
71883,Tuesday,14.75,16.0,8,40
71884,Thursday,22.75,9.0,6,21
71885,Saturday,5.75,2.0,2,7
71886,Monday,18.75,18.0,9,29
71887,Sunday,19.75,5.0,2,41
71888,Thursday,13.75,13.0,7,43
71889,Monday,3.75,12.0,10,34
71890,Thursday,15.75,14.0,10,43
71891,Monday,1.75,3.0,1,20
71892,Saturday,17.75,8.0,7,20
71893,Saturday,14.75,11.0,10,18
71894,Thursday,5.75,6.0,3,32
71895,Friday,5.75,7.0,6,22
71896,Thursday,18.75,7.0,4,23
71897,Monday,7.75,13.0,10,25
71898,Saturday,1.75,6.0,4,27
71899,Thursday,15.75,6.0,4,27
71900,Friday,9.75,9.0,5,41
71901,Friday,13.75,4.0,4,11
71902,Thursday,21.75,11.0,9,24
71903,Tuesday,20.75,1.0,1,9
71904,Friday,11.75,15.0,10,34
71905,Friday,11.75,18.0,10,40
71906,Thursday,0.75,7.0,5,34
71907,Wednesday,10.75,12.0,8,27
71908,Wednesday,21.75,12.0,9,37
71909,Thursday,10.75,10.0,8,41
71910,Friday,12.75,5.0,3,38
71911,Wednesday,8.75,10.0,5,39
71912,Wednesday,12.75,10.0,9,16
71913,Friday,2.75,6.0,5,12
71914,Saturday,20.75,13.0,8,41
71915,Friday,14.75,13.0,10,24
71916,Wednesday,20.75,6.0,6,18
71917,Thursday,17.75,9.0,6,39
71918,Friday,22.75,11.0,9,44
71919,Thursday,16.75,1.0,1,6
71920,Friday,18.75,6.0,4,22
71921,Wednesday,11.75,5.0,2,22
71922,Sunday,6.75,4.0,4,12
71923,Thursday,4.75,5.0,3,18
71924,Saturday,7.75,8.0,6,24
71925,Tuesday,10.75,9.0,6,24
71926,Sunday,20.75,4.0,3,15
71927,Thursday,2.75,3.0,3,13
71928,Friday,9.75,4.0,4,14
71929,Sunday,19.75,7.0,4,37
71930,Tuesday,12.75,12.0,6,37
71931,Thursday,16.75,2.0,2,8
71932,Sunday,12.75,15.0,10,37
71933,Thursday,15.75,1.0,1,12
71934,Thursday,10.75,6.0,4,27
71935,Thursday,19.75,7.0,3,48
71936,Friday,20.75,12.0,8,24
71937,Sunday,14.75,4.0,4,12
71938,Friday,22.75,13.0,10,37
71939,Monday,13.75,17.0,10,44
71940,Friday,0.75,15.0,9,32
71941,Tuesday,13.75,3.0,1,20
71942,Thursday,19.75,11.0,7,30
71943,Thursday,10.75,15.0,10,28
71944,Friday,15.75,16.0,9,41
71945,Tuesday,12.75,1.0,1,9
71946,Saturday,18.75,10.0,7,28
71947,Saturday,19.75,2.0,2,9
71948,Saturday,9.75,10.0,7,22
71949,Friday,18.75,5.0,3,25
71950,Friday,19.75,6.0,3,28
71951,Tuesday,16.75,6.0,5,25
71952,Sunday,22.75,8.0,5,31
71953,Thursday,20.75,18.0,9,31
71954,Thursday,15.75,2.0,2,13
71955,Sunday,23.75,4.0,4,8
71956,Monday,12.75,7.0,4,21
71957,Monday,14.75,1.0,1,14
71958,Wednesday,17.75,6.0,5,22
71959,Thursday,9.75,3.0,2,13
71960,Thursday,20.75,7.0,4,21
71961,Saturday,12.75,2.0,2,8
71962,Wednesday,16.75,9.0,6,24
71963,Wednesday,9.75,9.0,8,13
71964,Friday,11.75,9.0,8,17
71965,Friday,12.75,2.0,2,10
71966,Saturday,14.75,10.0,8,39
71967,Saturday,6.75,1.0,1,10
71968,Wednesday,18.75,7.0,5,16
71969,Wednesday,22.75,10.0,6,24
71970,Thursday,5.75,5.0,3,32
71971,Wednesday,19.75,1.0,1,12
71972,Wednesday,19.75,4.0,2,43
71973,Friday,20.75,12.0,5,44
71974,Friday,9.75,4.0,2,28
71975,Wednesday,13.75,2.0,2,14
71976,Tuesday,18.75,9.0,8,14
71977,Saturday,22.75,11.0,9,18
71978,Saturday,12.75,7.0,4,41
71979,Tuesday,9.75,3.0,2,18
71980,Thursday,16.75,3.0,3,10
71981,Thursday,15.75,11.0,7,29
71982,Sunday,18.75,8.0,6,14
71983,Sunday,16.75,14.0,8,38
71984,Thursday,5.75,5.0,3,34
71985,Tuesday,8.75,8.0,6,24
71986,Thursday,9.75,6.0,4,23
71987,Thursday,18.75,14.0,9,36
71988,Friday,13.75,15.0,8,28
71989,Monday,11.75,10.0,7,41
71990,Thursday,2.75,17.0,10,37
71991,Tuesday,12.75,13.0,10,38
71992,Friday,19.75,3.0,2,30
71993,Friday,19.75,4.0,4,16
71994,Thursday,14.75,10.0,8,24
71995,Friday,17.75,5.0,3,33
71996,Friday,21.75,7.0,4,23
71997,Wednesday,10.75,5.0,4,16
71998,Sunday,16.75,6.0,6,11
71999,Thursday,17.75,11.0,8,31
72000,Friday,9.75,10.0,9,19
72001,Tuesday,23.75,11.0,9,22
72002,Friday,10.75,10.0,7,31
72003,Friday,11.75,12.0,9,41
72004,Friday,14.75,13.0,8,34
72005,Thursday,20.75,4.0,4,13
72006,Monday,19.75,13.0,9,29
72007,Monday,16.75,19.0,10,39
72008,Tuesday,18.75,9.0,8,29
72009,Thursday,19.75,18.0,10,49
72010,Monday,20.75,13.0,9,34
72011,Wednesday,1.75,9.0,4,30
72012,Wednesday,23.75,3.0,3,13
72013,Thursday,2.75,7.0,5,29
72014,Thursday,20.75,2.0,1,19
72015,Friday,19.75,3.0,3,14
72016,Sunday,18.75,1.0,1,16
72017,Saturday,17.75,15.0,10,18
72018,Thursday,18.75,9.0,7,28
72019,Sunday,5.75,4.0,2,31
72020,Thursday,15.75,10.0,9,12
72021,Monday,20.75,7.0,6,18
72022,Monday,6.75,5.0,4,14
72023,Tuesday,3.75,3.0,3,10
72024,Thursday,9.75,3.0,2,24
72025,Wednesday,18.75,5.0,4,28
72026,Thursday,8.75,5.0,5,10
72027,Saturday,14.75,2.0,2,14
72028,Wednesday,8.75,1.0,1,12
72029,Tuesday,11.75,7.0,6,23
72030,Thursday,1.75,7.0,6,25
72031,Sunday,20.75,12.0,8,27
72032,Friday,7.75,5.0,5,10
72033,Monday,22.75,8.0,5,22
72034,Tuesday,20.75,12.0,7,46
72035,Tuesday,20.75,7.0,5,26
72036,Thursday,19.75,5.0,2,22
72037,Thursday,20.75,2.0,2,15
72038,Friday,14.75,3.0,3,11
72039,Saturday,20.75,1.0,1,4
72040,Thursday,21.75,15.0,8,44
72041,Thursday,18.75,2.0,1,15
72042,Tuesday,20.75,1.0,1,11
72043,Saturday,19.75,12.0,8,41
72044,Thursday,18.75,9.0,7,41
72045,Thursday,3.75,15.0,9,38
72046,Saturday,17.75,2.0,2,13
72047,Saturday,20.75,13.0,10,21
72048,Thursday,8.75,4.0,3,22
72049,Friday,21.75,9.0,9,14
72050,Sunday,21.75,11.0,8,31
72051,Thursday,6.75,9.0,5,23
72052,Saturday,20.75,5.0,4,29
72053,Thursday,20.75,17.0,10,36
72054,Saturday,14.75,14.0,10,36
72055,Tuesday,3.75,1.0,1,7
72056,Thursday,21.75,7.0,6,31
72057,Thursday,6.75,15.0,10,37
72058,Thursday,23.75,3.0,2,12
72059,Thursday,8.75,11.0,8,24
72060,Thursday,20.75,16.0,10,46
72061,Tuesday,18.75,7.0,5,25
72062,Tuesday,18.75,20.0,10,45
72063,Thursday,20.75,2.0,1,19
72064,Sunday,7.75,5.0,4,14
72065,Friday,13.75,5.0,4,18
72066,Friday,21.75,3.0,3,15
72067,Monday,15.75,9.0,8,19
72068,Thursday,9.75,7.0,6,17
72069,Thursday,22.75,17.0,10,40
72070,Friday,23.75,6.0,3,35
72071,Monday,12.75,4.0,4,11
72072,Thursday,8.75,2.0,2,12
72073,Monday,13.75,14.0,10,39
72074,Saturday,6.75,5.0,4,13
72075,Wednesday,20.75,10.0,8,23
72076,Friday,20.75,9.0,8,23
72077,Thursday,16.75,15.0,10,41
72078,Friday,18.75,12.0,7,30
72079,Monday,12.75,3.0,3,14
72080,Saturday,18.75,5.0,3,28
72081,Thursday,13.75,1.0,1,10
72082,Wednesday,22.75,6.0,4,12
72083,Monday,14.75,6.0,6,12
72084,Thursday,21.75,1.0,1,7
72085,Saturday,6.75,2.0,2,14
72086,Friday,18.75,6.0,5,27
72087,Thursday,0.75,16.0,9,37
72088,Friday,14.75,10.0,9,24
72089,Wednesday,7.75,11.0,7,37
72090,Thursday,17.75,11.0,8,44
72091,Wednesday,19.75,2.0,2,16
72092,Sunday,13.75,8.0,7,30
72093,Saturday,21.75,9.0,8,23
72094,Tuesday,22.75,4.0,2,24
72095,Sunday,22.75,8.0,6,38
72096,Sunday,13.75,1.0,1,15
72097,Sunday,3.75,7.0,5,19
72098,Monday,19.75,9.0,8,27
72099,Sunday,19.75,8.0,6,25
72100,Saturday,20.75,4.0,2,31
72101,Sunday,15.75,4.0,4,13
72102,Tuesday,14.75,4.0,2,39
72103,Thursday,22.75,4.0,4,11
72104,Monday,13.75,2.0,2,16
72105,Thursday,11.75,13.0,7,40
72106,Wednesday,20.75,6.0,6,14
72107,Thursday,5.75,4.0,2,19
72108,Thursday,10.75,11.0,8,40
72109,Thursday,11.75,6.0,3,26
72110,Friday,20.75,5.0,5,17
72111,Wednesday,21.75,2.0,2,13
72112,Monday,9.75,9.0,8,25
72113,Thursday,9.75,2.0,1,17
72114,Monday,20.75,6.0,6,16
72115,Tuesday,20.75,7.0,6,27
72116,Tuesday,17.75,12.0,7,40
72117,Sunday,18.75,1.0,1,9
72118,Thursday,9.75,5.0,3,34
72119,Friday,13.75,9.0,7,28
72120,Monday,14.75,11.0,8,37
72121,Thursday,16.75,7.0,6,26
72122,Saturday,9.75,13.0,10,23
72123,Thursday,21.75,8.0,5,37
72124,Friday,19.75,10.0,8,33
72125,Monday,20.75,4.0,3,33
72126,Wednesday,15.75,8.0,8,11
72127,Friday,20.75,3.0,3,13
72128,Thursday,18.75,7.0,6,15
72129,Thursday,19.75,8.0,6,37
72130,Friday,22.75,8.0,5,17
72131,Friday,14.75,7.0,5,27
72132,Thursday,5.75,7.0,6,13
72133,Sunday,18.75,15.0,9,49
72134,Thursday,9.75,4.0,3,24
72135,Monday,21.75,11.0,9,26
72136,Thursday,18.75,10.0,5,44
72137,Sunday,17.75,8.0,5,26
72138,Monday,23.75,6.0,6,15
72139,Saturday,11.75,12.0,8,31
72140,Sunday,10.75,10.0,7,28
72141,Sunday,13.75,3.0,3,12
72142,Thursday,14.75,4.0,3,31
72143,Sunday,19.75,12.0,10,24
72144,Thursday,1.75,4.0,4,14
72145,Thursday,23.75,13.0,9,31
72146,Thursday,22.75,2.0,1,22
72147,Friday,17.75,8.0,5,37
72148,Friday,13.75,11.0,9,24
72149,Sunday,20.75,1.0,1,14
72150,Thursday,7.75,9.0,8,16
72151,Friday,19.75,3.0,2,15
72152,Wednesday,20.75,4.0,4,12
72153,Sunday,1.75,11.0,9,33
72154,Thursday,14.75,11.0,7,39
72155,Friday,18.75,6.0,6,16
72156,Thursday,7.75,8.0,5,16
72157,Wednesday,12.75,12.0,10,19
72158,Wednesday,8.75,17.0,10,34
72159,Monday,19.75,10.0,6,31
72160,Friday,20.75,2.0,1,25
72161,Friday,14.75,3.0,1,31
72162,Thursday,6.75,14.0,10,29
72163,Thursday,20.75,14.0,10,29
72164,Wednesday,23.75,5.0,5,14
72165,Wednesday,21.75,10.0,9,26
72166,Saturday,19.75,2.0,2,14
72167,Tuesday,20.75,7.0,5,34
72168,Thursday,14.75,10.0,8,28
72169,Friday,19.75,14.0,10,37
72170,Friday,19.75,2.0,2,14
72171,Tuesday,12.75,7.0,3,26
72172,Monday,21.75,9.0,6,38
72173,Thursday,12.75,17.0,10,36
72174,Sunday,14.75,11.0,6,37
72175,Friday,12.75,7.0,5,41
72176,Thursday,10.75,7.0,5,34
72177,Thursday,18.75,11.0,8,41
72178,Friday,22.75,7.0,4,28
72179,Sunday,23.75,5.0,5,14
72180,Monday,19.75,9.0,7,28
72181,Monday,12.75,5.0,2,27
72182,Wednesday,13.75,1.0,1,11
72183,Monday,19.75,1.0,1,7
72184,Thursday,8.75,2.0,1,12
72185,Friday,21.75,4.0,4,14
72186,Wednesday,20.75,5.0,3,21
72187,Saturday,23.75,14.0,9,28
72188,Friday,17.75,5.0,3,24
72189,Thursday,13.75,11.0,8,26
72190,Thursday,20.75,13.0,6,46
72191,Monday,19.75,12.0,7,27
72192,Thursday,4.75,13.0,7,22
72193,Wednesday,10.75,16.0,10,32
72194,Friday,1.75,6.0,4,28
72195,Saturday,17.75,8.0,6,21
72196,Monday,20.75,2.0,2,13
72197,Sunday,18.75,10.0,8,22
72198,Friday,20.75,6.0,5,18
72199,Sunday,7.75,13.0,9,37
72200,Thursday,18.75,11.0,8,32
72201,Wednesday,14.75,1.0,1,13
72202,Thursday,6.75,6.0,3,36
72203,Friday,23.75,3.0,3,13
72204,Monday,12.75,8.0,7,21
72205,Friday,17.75,7.0,5,25
72206,Thursday,21.75,9.0,5,45
72207,Sunday,23.75,8.0,8,12
72208,Monday,11.75,6.0,4,27
72209,Thursday,11.75,13.0,10,32
72210,Tuesday,12.75,10.0,7,34
72211,Sunday,23.75,14.0,9,37
72212,Sunday,11.75,10.0,6,25
72213,Sunday,13.75,16.0,10,33
72214,Thursday,15.75,13.0,8,34
72215,Friday,11.75,14.0,10,22
72216,Thursday,20.75,14.0,10,28
72217,Friday,18.75,7.0,3,41
72218,Thursday,13.75,8.0,6,34
72219,Saturday,22.75,21.0,10,37
72220,Tuesday,10.75,11.0,9,13
72221,Saturday,13.75,11.0,10,13
72222,Friday,16.75,13.0,7,34
72223,Wednesday,18.75,1.0,1,13
72224,Monday,19.75,7.0,4,33
72225,Wednesday,13.75,16.0,10,32
72226,Wednesday,22.75,4.0,2,15
72227,Monday,21.75,1.0,1,9
72228,Sunday,11.75,8.0,7,13
72229,Tuesday,6.75,1.0,1,10
72230,Wednesday,23.75,14.0,7,37
72231,Friday,22.75,2.0,1,22
72232,Tuesday,16.75,10.0,9,22
72233,Wednesday,11.75,17.0,8,27
72234,Friday,4.75,8.0,6,28
72235,Sunday,19.75,1.0,1,10
72236,Friday,0.75,2.0,2,10
72237,Wednesday,13.75,15.0,10,32
72238,Thursday,0.75,13.0,8,21
72239,Friday,3.75,11.0,8,18
72240,Thursday,17.75,1.0,1,4
72241,Wednesday,20.75,9.0,5,43
72242,Friday,14.75,4.0,3,24
72243,Wednesday,18.75,15.0,8,40
72244,Sunday,19.75,7.0,5,35
72245,Thursday,22.75,3.0,2,19
72246,Saturday,9.75,17.0,10,28
72247,Saturday,23.75,12.0,8,37
72248,Tuesday,17.75,7.0,5,32
72249,Thursday,14.75,5.0,3,23
72250,Saturday,1.75,2.0,2,11
72251,Saturday,20.75,1.0,1,15
72252,Saturday,23.75,6.0,5,26
72253,Wednesday,19.75,7.0,5,44
72254,Wednesday,20.75,8.0,6,33
72255,Thursday,12.75,9.0,7,39
72256,Thursday,0.75,1.0,1,5
72257,Thursday,15.75,2.0,2,7
72258,Monday,12.75,10.0,6,42
72259,Monday,8.75,12.0,7,34
72260,Monday,4.75,3.0,3,14
72261,Tuesday,6.75,14.0,8,39
72262,Thursday,3.75,7.0,7,12
72263,Thursday,22.75,2.0,2,11
72264,Friday,14.75,1.0,1,10
72265,Wednesday,20.75,7.0,5,43
72266,Monday,16.75,12.0,8,31
72267,Thursday,8.75,6.0,5,22
72268,Thursday,19.75,3.0,2,26
72269,Friday,18.75,6.0,4,42
72270,Thursday,10.75,1.0,1,6
72271,Wednesday,14.75,5.0,3,17
72272,Thursday,23.75,4.0,2,29
72273,Thursday,8.75,4.0,4,8
72274,Friday,12.75,9.0,7,34
72275,Friday,11.75,8.0,8,13
72276,Thursday,1.75,13.0,9,32
72277,Saturday,4.75,3.0,2,24
72278,Saturday,11.75,14.0,7,31
72279,Saturday,15.75,10.0,5,42
72280,Friday,10.75,10.0,10,14
72281,Tuesday,13.75,10.0,6,38
72282,Saturday,9.75,8.0,4,22
72283,Wednesday,5.75,13.0,9,31
72284,Friday,13.75,12.0,10,24
72285,Wednesday,13.75,1.0,1,11
72286,Thursday,16.75,3.0,2,17
72287,Friday,2.75,7.0,4,21
72288,Tuesday,22.75,9.0,9,14
72289,Thursday,19.75,12.0,8,29
72290,Wednesday,12.75,10.0,8,28
72291,Tuesday,18.75,17.0,10,43
72292,Thursday,19.75,3.0,2,32
72293,Thursday,17.75,11.0,8,37
72294,Wednesday,1.75,4.0,2,24
72295,Friday,18.75,15.0,10,35
72296,Tuesday,20.75,10.0,8,29
72297,Thursday,13.75,1.0,1,5
72298,Thursday,21.75,12.0,7,26
72299,Friday,20.75,2.0,1,27
72300,Wednesday,14.75,8.0,7,15
72301,Saturday,19.75,17.0,9,38
72302,Friday,21.75,12.0,7,37
72303,Wednesday,21.75,9.0,7,20
72304,Sunday,14.75,16.0,10,28
72305,Wednesday,11.75,6.0,5,12
72306,Wednesday,19.75,10.0,5,43
72307,Wednesday,22.75,4.0,4,12
72308,Thursday,22.75,3.0,3,15
72309,Monday,20.75,9.0,5,24
72310,Thursday,15.75,2.0,2,13
72311,Wednesday,14.75,18.0,9,41
72312,Thursday,5.75,9.0,7,19
72313,Wednesday,9.75,1.0,1,7
72314,Monday,20.75,7.0,4,30
72315,Friday,1.75,10.0,7,22
72316,Thursday,12.75,7.0,5,43
72317,Thursday,18.75,8.0,7,29
72318,Monday,14.75,9.0,7,22
72319,Thursday,16.75,11.0,7,19
72320,Tuesday,20.75,14.0,8,49
72321,Thursday,14.75,7.0,4,37
72322,Friday,12.75,11.0,8,42
72323,Saturday,21.75,11.0,9,31
72324,Saturday,23.75,13.0,9,38
72325,Thursday,23.75,4.0,3,18
72326,Wednesday,18.75,7.0,6,28
72327,Friday,8.75,7.0,6,15
72328,Wednesday,18.75,12.0,9,37
72329,Saturday,20.75,15.0,8,31
72330,Thursday,9.75,13.0,8,24
72331,Thursday,6.75,9.0,5,31
72332,Wednesday,17.75,11.0,5,34
72333,Wednesday,22.75,5.0,3,19
72334,Friday,18.75,7.0,5,34
72335,Thursday,23.75,7.0,5,20
72336,Friday,15.75,2.0,2,11
72337,Friday,18.75,7.0,6,29
72338,Wednesday,10.75,5.0,3,27
72339,Friday,17.75,5.0,3,19
72340,Thursday,12.75,9.0,6,24
72341,Sunday,19.75,2.0,2,12
72342,Wednesday,19.75,11.0,6,33
72343,Wednesday,18.75,5.0,4,20
72344,Thursday,1.75,1.0,1,11
72345,Tuesday,10.75,4.0,4,11
72346,Friday,8.75,3.0,2,20
72347,Friday,18.75,6.0,5,18
72348,Friday,21.75,4.0,4,14
72349,Tuesday,18.75,7.0,6,30
72350,Tuesday,9.75,2.0,2,9
72351,Thursday,21.75,7.0,6,24
72352,Friday,11.75,2.0,2,10
72353,Thursday,18.75,9.0,7,47
72354,Thursday,18.75,6.0,3,30
72355,Saturday,9.75,1.0,1,15
72356,Thursday,8.75,1.0,1,11
72357,Thursday,8.75,15.0,10,37
72358,Friday,16.75,12.0,10,15
72359,Thursday,6.75,3.0,2,24
72360,Wednesday,8.75,4.0,4,13
72361,Thursday,8.75,13.0,10,33
72362,Monday,17.75,1.0,1,11
72363,Saturday,20.75,10.0,6,29
72364,Friday,7.75,10.0,6,37
72365,Wednesday,15.75,12.0,10,24
72366,Thursday,16.75,5.0,4,26
72367,Thursday,13.75,4.0,2,41
72368,Monday,14.75,5.0,4,20
72369,Wednesday,16.75,19.0,10,41
72370,Wednesday,16.75,15.0,8,42
72371,Thursday,15.75,9.0,7,25
72372,Friday,22.75,5.0,4,12
72373,Saturday,19.75,13.0,8,43
72374,Thursday,16.75,9.0,7,28
72375,Friday,1.75,14.0,10,26
72376,Monday,19.75,7.0,6,19
72377,Tuesday,12.75,1.0,1,13
